PlayerRaw,NormName,SV_season,SV_recent,SV_last
Elias Pettersson,ELIAS PETTERSSON,0.8922,0.8704000000000001,0.8723000000000001
Elias Pettersson,ELIAS PETTERSSON,0.8922,0.8704000000000001,0.9247
Elias Pettersson,ELIAS PETTERSSON,0.8922,0.8922,0.8723000000000001
Elias Pettersson,ELIAS PETTERSSON,0.8922,0.8922,0.9247
Adam Engstrom,ADAM ENGSTROM,0.9167000000000001,0.9167000000000001,
Noah Laba,NOAH LABA,0.9487000000000001,0.9487000000000001,
Jared Davidson,JARED DAVIDSON,0.8234999999999999,0.8234999999999999,
Nikita Grebenkin,NIKITA GREBENKIN,0.875,0.875,0.9031999999999999
Dominic James,DOMINIC JAMES,0.9091,0.9091,
Victor Mancini,VICTOR MANCINI,0.9375,0.9375,0.9135
Andrei Kuzmenko,ANDREI KUZMENKO,0.8824,0.8824,0.8894
Braeden Bowman,BRAEDEN BOWMAN,0.8406,0.8406,
Ivan Ivan,IVAN IVAN,1.0,1.0,0.8523000000000001
Parker Ford,PARKER FORD,0.9,0.9,0.8889
Max Sasson,MAX SASSON,0.9024,0.9024,0.9218999999999999
Connor Bedard,CONNOR BEDARD,0.9140999999999999,0.9140999999999999,0.8843000000000001
Zach Benson,ZACH BENSON,0.9011,0.9011,0.8762000000000001
Gavin Brindley,GAVIN BRINDLEY,0.8689,0.8689,
Leo Carlsson,LEO CARLSSON,0.8382999999999999,0.8382999999999999,0.9162
Easton Cowan,EASTON COWAN,0.9138,0.9138,
Nate Danielson,NATE DANIELSON,0.902,0.902,
Dalibor Dvorsky,DALIBOR DVORSKY,0.91,0.91,1.0
Adam Fantilli,ADAM FANTILLI,0.8619,0.8619,0.897
Oscar Fisker Molgaard,OSCAR FISKER MOLGAARD,1.0,1.0,
Samuel Honzek,SAMUEL HONZEK,0.8911,0.8911,0.9143000000000001
Ryan Leonard,RYAN LEONARD,0.9338,0.9338,0.8909
Oliver Moore,OLIVER MOORE,0.8804000000000001,0.8804000000000001,0.8478
Bradly Nadeau,BRADLY NADEAU,0.9565,0.9565,0.7778
Gabe Perreault,GABE PERREAULT,1.0,1.0,0.9697
Luca Pinelli,LUCA PINELLI,0.9048,0.9048,
Calum Ritchie,CALUM RITCHIE,0.9747,0.9747,0.7907
Axel Sandin-Pellikka,AXEL SANDIN-PELLIKKA,0.8667,0.8667,
Will Smith,WILL SMITH,0.8929,0.8929,0.8815000000000001
Tom Willander,TOM WILLANDER,0.9333,0.9333,
Matthew Wood,MATTHEW WOOD,0.8545,0.8545,0.9444
Jason Polin,JASON POLIN,1.0,1.0,1.0
Sam Malinski,SAM MALINSKI,0.9412,0.9412,0.9170999999999999
Travis Mitchell,TRAVIS MITCHELL,1.0,1.0,
Uvis Balinskis,UVIS BALINSKIS,0.8889,0.8889,0.8998
Zach Metsa,ZACH METSA,0.9048,0.9048,
Nikolas Matinpalo,NIKOLAS MATINPALO,0.9059999999999999,0.9059999999999999,0.925
Dmitri Simashev,DMITRI SIMASHEV,0.8963,0.8963,
Matvei Michkov,MATVEI MICHKOV,0.8718,0.8718,0.8588
Daniil But,DANIIL BUT,1.0,1.0,
Florian Xhekaj,FLORIAN XHEKAJ,0.8946999999999999,0.8946999999999999,
Charles Alexis Legault,CHARLES ALEXIS LEGAULT,0.9565,0.9565,
Emmitt Finnie,EMMITT FINNIE,0.8933,0.8933,
Connor Clattenburg,CONNOR CLATTENBURG,1.0,1.0,
Beckett Sennecke,BECKETT SENNECKE,0.9048,0.9048,
Zayne Parekh,ZAYNE PAREKH,0.9437000000000001,0.9437000000000001,1.0
Jett Luchanko,JETT LUCHANKO,0.7273000000000001,0.7273000000000001,0.8571
Artyom Levshunov,ARTYOM LEVSHUNOV,0.8984000000000001,0.8984000000000001,0.8671
Michael Brandsegg-Nygård,MICHAEL BRANDSEGG-NYG RD,0.8,0.8,
Zeev Buium,ZEEV BUIUM,0.9259000000000001,0.9259000000000001,
Berkly Catton,BERKLY CATTON,0.9101,0.9101,
Macklin Celebrini,MACKLIN CELEBRINI,0.8972,0.8972,0.8586
Sam Dickinson,SAM DICKINSON,0.8731,0.8731,
Sam Morton,SAM MORTON,0.9231,0.9231,0.75
Justin Hryckowian,JUSTIN HRYCKOWIAN,0.8862000000000001,0.8862000000000001,1.0
Harrison Brunicke,HARRISON BRUNICKE,0.871,0.871,
Matvei Gridin,MATVEI GRIDIN,0.8065000000000001,0.8065000000000001,
Jacob Quillan,JACOB QUILLAN,1.0,1.0,1.0
Collin Graf,COLLIN GRAF,0.9179999999999999,0.9179999999999999,0.8948999999999999
Maxim Tsyplakov,MAXIM TSYPLAKOV,0.8136,0.8136,0.9037000000000001
Ivan Demidov,IVAN DEMIDOV,0.8675,0.8675,0.9231
Matthew Schaefer,MATTHEW SCHAEFER,0.8844,0.8844,
Braeden Cootes,BRAEDEN COOTES,0.9,0.9,
Michael Misa,MICHAEL MISA,0.9,0.9,
Brady Martin,BRADY MARTIN,0.8889,0.8889,
Ben Kindel,BEN KINDEL,0.8956999999999999,0.8956999999999999,
David Tomasek,DAVID TOMASEK,0.8382,0.8382,
Max Shabanov,MAX SHABANOV,0.9079999999999999,0.9079999999999999,
